comments,year,month,day
I suspect that if I gave the car an Italian tune up (half an hour of really heavy footed driving) quite a few of these brake issues would solve themselves but I have lost patience with it and have arranged for it to go back to ONTO at the end of the month. There are too many features that nearly work. I drove it whilst wearing boots today and twice had it creep forward after hold had engaged only to realise that the slightest brush on the accelrator and off it goes. I think the auto hold was designed to work with the AEB and what you have now is half the system and its positively dangerous.,2020,9,19
"Well, it's been eye opening posting this thread! I assumed as none of these things came up in any reviews, even the long term ones, then I had an unusual experience compared to others but it seems not. 
 
I'm really not sure what to do now. 🤷‍♂️   I've already tried different tyre pressures previously with the ride/handling and will check the software shortly (but it looks up to date as of January 2020). 
Maybe I need to go test drive some others again, I did drive an i3 and an e-golf at dealers but found the experience frustrating as every time I arranged to test drive something I'd get there and the battery would be almost flat. Happened 4 times at different dealers. 
 
I really just want a small electric car that's fun to drive and own, if I wasn't going electric it'd probably be a Fiat 500 Abarth or even a twin air. Maybe the new Mini is the closest but I can't justify that sort of money as I work from home anyway so it's not like I'm saving heaps in the running costs.",2020,9,19
If you want a small EV that is fun to drive then try the e208 or Corsa. I can vouch for the latter being more fun than the Zoe as I had a ze40 for a year or so.,2020,9,19
No idea what you were paying for the Zoe but the top level corsa is under £300 pcm on lease from drive electric.,2020,9,19
"I actually quite like those, but as an only car I do actually need it to be able to go on longer trips now and then. I’ll have another look as I can’t remember what range they have, though I know the battery is small.  
I think I need to maybe drive an up! Or one of its sister cars too.",2020,9,20
"The software was up to date. I think the next stage is to see if I can find anything I might like more within a reasonable budget, including a bit of an increase as no battery lease. 
Bit of a look round shows there’s still very limited choice in that respect, the e-up!, mii electric and citigo are all sold out new so I can’t even test drive one.  
That sort of leaves a 33kwh e-golf or the 94ah i3 with only-car range, neither of which really impressed when I drove them but both had near flat batteries and dealers that messed me around so perhaps didn’t get the best chance.",2020,9,21
"I'm not sure the 40 could ever be classed as a 30k car. Our battery owned will have cost us about £19.5k on a 3 yr PCP if we keep it. 
 
After 2 years I've got used to the brakes. Drive it harder so you use the physical brakes more! Or knock it into neutral before the bottom of the hill... 
 
Plug an android phone in and bypass the Renault UI.",2020,9,22
ŠKODA debuts all-electric VISION iV concept,2019,3,5
Pininfarina’s Battista is a 1900-horsepower all-electric hypercar,2019,3,5
Audi Q4 e-tron,2019,3,5
"Honda announces ‘Total Electrification in Europe by 2025’, but what does it mean?",2019,3,5
Aston Martin reveals Lagonda All-Terrain electric SUV concept,2019,3,5
Fiat’s Centoventi is a highly customizable concept EV with up to 311 miles of range,2019,3,5
"ŠKODA’s funky electric two-wheeler takes DNA from electric cars, bikes, scooters & motorcycles",2019,3,5
Tesla Model 3 import clearance in China is reportedly suspended by customs [Resolved],2019,3,5
Motorcycle pioneer Erik Buell launches new electric motorcycle brand ‘Fuell’,2019,3,5
Mercedes-Benz unveils EQV all-electric minivan with almost 250 miles of range,2019,3,5
Audi unveils small electric Q4 e-tron SUV with 280 miles of range,2019,3,5
"Got a couple of million handy to buy a one off mega EV?  
 
zero to 100 in 2 seconds  
zero to 300 in 12 seconds",2019,3,5
"Tesla 21"" Arachnids",2019,3,6
US - Feb' EV Sales Woes,2019,3,6
"$35,000 Model 3",2019,3,6
Alfa Romeo Tonale Concept - a preview of a new plug-in Hybrid Alfa SUV for 2020 | Cars UK,2019,3,6
"Lightning Strike electric motorcycle capable of charging on Level 1, 2 & 3",2019,3,6
"Harley-Davidson updates LiveWire electric motorcycle specs, boosts range",2019,3,6
Tesla produces first batch of standard Model 3 vehicles,2019,3,6
Michael Bloomberg passes on presidential run to go ‘Beyond Carbon’,2019,3,6
"Las Vegas welcomes Elon Musk's Boring Company, transport tunnel in talks",2019,3,6
EV News Daily,2019,3,6
Should Elon stay as CEO?,2019,3,6
Transport Evolved,2019,3,6
Model 3 Charging - Tesla Supercharger v 175 kW Hypercharger,2019,3,7
Subaru Viziv Hybrid,2019,3,7
Subaru Forester Mild Hybrid,2019,3,7
Tesla NEW V3 Supercharger,2019,3,7
Build your own EV,2019,3,7
"Ev conversion world tour,could be worth following if you're interested, (mainly French speaking)  
 
 Electric Vehicle World Tour",2019,3,7
"Tesla V3 Superchargers REVEALED - 1,000 miles of electric charge in an hour | Cars UK",2019,3,7
MG ZS ELECTRIC SUV - the MG eZS - confirmed for UK launch in Autumn 2019 | Cars UK,2019,3,7
Polestar 2,2019,3,7
"Tesla carrier spotted transporting a camouflaged pickup truck, sparks speculation",2019,3,7
500 mile trip in a 40kWh Leaf,2019,3,7
Polestar 2 v Model 3,2019,3,7
New Model 3 Key,2019,3,7
Fiat Centoventi,2019,3,7
VIDEO: Tesla driver apparently asleep while on LA freeway,2019,3,7
"4-wheel eQooder with Zero powertrain unveiled – is it an electric car, motorbike, or scooter?",2019,3,7
"Tesla told to stop listing Model 3 prices ‘after gas savings’ in Germany, should they do it globally?",2019,3,7
Electrek Review: InMotion L8F electric scooter offers high quality & high visibility,2019,3,7
"Rivian set for New York Auto Show debut in April, invites buyers to private event",2019,3,7
(4) Joe Rogan - The Blowback From Owning a Tesla - YouTube,2019,3,7
"A Kona alternative for 17.5k available September?! 
 Electric MG ZS EV will go on sale in autumn 2019  
 
I may be off later today to stick a deposit down!",2019,3,8
"Porsche Taycan EV has 20,000 orders already - debuts in September | Cars UK",2019,3,8
"Model 3 - Less noise with 19"" wheels.",2019,3,8
"Top Gear - Geneva 
 
Top 5 EV's",2019,3,8
Tesla's Quest for Better Batteries,2019,3,8
Audi e-Tron on Snow & Ice,2019,3,8
The truth about Self Charging Hybrids : BEV : PHEV : FCEV,2019,3,8
Toyota still messing around.,2019,3,8
"Electric scooter injuries pile up, half coming from drunk or high riders",2019,3,8
Tesla loses VP of Engineering behind lastest electric powertrains,2019,3,8
"EGEB: Europe’s grid vs. climate change, UK wind deal, powerful home solar, and more",2019,3,8
"Porsche confirms increasing Taycan electric car production capacity after getting over 20,000 pre-orders",2019,3,8
e.GO is working on a new electric car based on VW’s MEB platform,2019,3,8
Formula E races in Hong Kong this Sunday; will hold indoor race next year,2019,3,8
Fully Charged,2019,3,8
Subaru EV's,2019,3,9
Model 3 Weight Distribution,2019,3,9
Model Y News,2019,3,9
Should you buy a Model S in 2019?,2019,3,9
Mercedes GLC Hybrid,2019,3,9
Kona EV Winter Efficiency,2019,3,9
EV Revolution,2019,3,9
Riese & Muller Tinker Vario is a great choice for a compact daily commuter e-bike,2019,3,9
Tesla releases new Model Y teaser ahead of unveiling [Updated],2019,3,9
Tesla temporarily freezes store closures and layoffs in chaotic sales strategy change,2019,3,9
